did,name,NumberOfClasses,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,classes_bin,samples_bin,features_bin_metadata,cell_metadata
44745,shuttle_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,10.0,0.0,5,2000,5-10,classes=5 | samples=2000 | features=5-10
40594,reuters,2.0,2000.0,250.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44775,sf-police-incidents_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44774,sf-police-incidents_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44780,KDDCup99_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,8.0,2000.0,42.0,0.0,7-8,2000,40-60,classes=7-8 | samples=2000 | features=40-60
44779,KDDCup99_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,8.0,2000.0,42.0,0.0,7-8,2000,40-60,classes=7-8 | samples=2000 | features=40-60
44778,KDDCup99_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,8.0,2000.0,42.0,0.0,7-8,2000,40-60,classes=7-8 | samples=2000 | features=40-60
44777,sf-police-incidents_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44521,fabert_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,101.0,0.0,7-8,2000,100+,classes=7-8 | samples=2000 | features=100+
44519,fabert_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,101.0,0.0,7-8,2000,100+,classes=7-8 | samples=2000 | features=100+
44520,fabert_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,101.0,0.0,7-8,2000,100+,classes=7-8 | samples=2000 | features=100+
44518,fabert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,101.0,0.0,7-8,2000,100+,classes=7-8 | samples=2000 | features=100+
44517,dilbert_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,101.0,0.0,5,2000,100+,classes=5 | samples=2000 | features=100+
44776,sf-police-incidents_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44791,KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44781,KDDCup99_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,8.0,2000.0,42.0,0.0,7-8,2000,40-60,classes=7-8 | samples=2000 | features=40-60
44782,KDDCup99_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,8.0,2000.0,42.0,0.0,7-8,2000,40-60,classes=7-8 | samples=2000 | features=40-60
44492,wilt_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44491,wilt_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44490,wilt_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44489,wilt_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44488,wilt_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44348,credit_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44347,credit_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44346,credit,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44345,credit,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44467,KDDCup09_upselling_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,50.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44466,KDDCup09_upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,50.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44465,KDDCup09_upselling_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,50.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44464,KDDCup09_upselling_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,50.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44463,KDDCup09_upselling_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,50.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44462,compass_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,18.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44461,compass_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,18.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44460,compass_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,18.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44364,california_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44363,california_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44362,california_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44361,credit_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44360,credit_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44359,credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44358,credit_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44357,credit_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44356,credit_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44355,credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44354,credit_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44515,dilbert_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,101.0,0.0,5,2000,100+,classes=5 | samples=2000 | features=100+
44516,dilbert_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,101.0,0.0,5,2000,100+,classes=5 | samples=2000 | features=100+
44514,dilbert_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,101.0,0.0,5,2000,100+,classes=5 | samples=2000 | features=100+
44513,dilbert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,101.0,0.0,5,2000,100+,classes=5 | samples=2000 | features=100+
44350,credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44351,credit_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44352,credit_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44353,credit_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44349,credit_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44380,covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44379,covertype_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44378,covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44373,electricity_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44372,electricity_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44371,wine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44370,wine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44377,covertype_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44376,electricity_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44375,electricity_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44374,electricity_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44365,california_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44406,bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44405,bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44404,bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44403,bank-marketing_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44402,bank-marketing_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44401,MagicTelescope_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44400,MagicTelescope_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44399,MagicTelescope_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44398,MagicTelescope_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44397,MagicTelescope_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44391,house_16H_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,17.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44369,wine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44368,wine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44367,wine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44366,california_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44387,house_16H_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,17.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44388,house_16H_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,17.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44389,house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,17.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44390,house_16H_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,17.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44381,covertype_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,11.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44433,electricity_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44432,jannis_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44431,jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44415,MiniBooNE_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,51.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44414,MiniBooNE_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,51.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44413,MiniBooNE_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,51.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44412,MiniBooNE_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,51.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44430,jannis_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44429,jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44428,jannis_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44416,MiniBooNE_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,51.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44408,phoneme_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44409,phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44410,phoneme_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44411,phoneme_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44407,phoneme_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,6.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44459,compass_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,18.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44458,compass_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,18.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44452,rl_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44448,rl_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44449,rl_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44450,rl_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44451,rl_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44444,covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44445,covertype_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44446,covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44447,covertype_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
41720,FOREX_eurusd-day-High,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41731,FOREX_eursek-day-High,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41863,FOREX_eurnok-day-High,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41791,FOREX_eurusd-day-Close,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41812,FOREX_eurnok-day-Close,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41846,FOREX_eursek-day-Close,2.0,1837.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41783,FOREX_eurdkk-day-Close,2.0,1836.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41847,FOREX_eurdkk-day-High,2.0,1836.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41766,FOREX_eurgbp-day-High,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41797,FOREX_usdjpy-day-High,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41858,FOREX_usdchf-day-Close,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41844,FOREX_eurgbp-day-Close,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41730,FOREX_usdchf-day-High,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41722,FOREX_usdjpy-day-Close,2.0,1835.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41784,FOREX_gbpusd-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41769,FOREX_audcad-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41760,FOREX_eurhuf-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41790,FOREX_cadjpy-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41721,FOREX_audcad-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41764,FOREX_gbpusd-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41737,FOREX_audusd-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41725,FOREX_eurcad-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41839,FOREX_cadjpy-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41818,FOREX_euraud-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41866,FOREX_euraud-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41726,FOREX_audusd-day-High,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41716,FOREX_eurcad-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41750,FOREX_eurhuf-day-Close,2.0,1834.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41894,FOREX_eurchf-day-Close,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41753,FOREX_usdcad-day-High,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41875,FOREX_audchf-day-High,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41740,FOREX_audchf-day-Close,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41803,FOREX_eurchf-day-High,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41834,FOREX_usdcad-day-Close,2.0,1833.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41719,FOREX_eurjpy-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41756,FOREX_audsgd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41801,FOREX_eursgd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41826,FOREX_eurnzd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41821,FOREX_eurpln-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41815,FOREX_eurrub-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41849,FOREX_audsgd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41857,FOREX_audjpy-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41841,FOREX_chfsgd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41882,FOREX_audjpy-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41868,FOREX_eurpln-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41872,FOREX_eurhkd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41744,FOREX_eurrub-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41733,FOREX_eurhkd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41754,FOREX_eurjpy-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41897,FOREX_usddkk-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41765,FOREX_eurtry-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41785,FOREX_eurtry-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41788,FOREX_audnzd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41874,FOREX_eursgd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41864,FOREX_chfsgd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41724,FOREX_chfjpy-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41867,FOREX_audnzd-day-Close,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41848,FOREX_chfjpy-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41707,FOREX_usddkk-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41713,FOREX_eurnzd-day-High,2.0,1832.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41746,FOREX_cadchf-day-High,2.0,1831.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41811,FOREX_cadchf-day-Close,2.0,1831.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41830,FOREX_nzdusd-day-High,2.0,1828.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
41829,FOREX_nzdusd-day-Close,2.0,1828.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44300,Meta_Album_RSICB_Mini,45.0,1800.0,3.0,0.0,15+,2000,3-5,classes=15+ | samples=2000 | features=3-5
42166,cacao_flavor,41.0,1794.0,9.0,0.0,15+,2000,5-10,classes=15+ | samples=2000 | features=5-10
991,car,2.0,1728.0,7.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
46938,Is-this-a-good-customer,2.0,1723.0,14.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
40590,enron,2.0,1702.0,1054.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
395,re1.wc,25.0,1657.0,3759.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
45648,MIC,2.0,1649.0,105.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1528,volcanoes-a2,5.0,1623.0,4.0,0.0,5,2000,3-5,classes=5 | samples=2000 | features=3-5
